TIME,TEMPERATURA,,
2023-01-02T00:10:11.149Z,13,,
2023-01-02T00:11:11.564Z,15,,
2023-01-02T00:12:11.937Z,13,,
2023-01-02T00:13:12.400Z,13,,
2023-01-02T00:14:12.813Z,13,,
2023-01-02T00:15:13.344Z,14,,
2023-01-02T00:16:13.648Z,13,,
2023-01-02T00:17:14.050Z,13,,
2023-01-02T00:18:14.745Z,13,,
2023-01-02T00:19:14.882Z,13,,
2023-01-02T00:20:15.296Z,13,,
2023-01-02T00:21:15.712Z,13,,
2023-01-02T00:22:16.129Z,14,,
2023-01-02T00:23:16.545Z,14,,
2023-01-02T00:24:16.954Z,12,,
2023-01-02T00:25:17.472Z,13,,
2023-01-02T00:26:18.325Z,14,,
2023-01-02T00:27:18.302Z,14,,
2023-01-02T00:28:18.714Z,11,,
2023-01-02T00:29:19.127Z,13,,
2023-01-02T00:30:19.559Z,13,,
2023-01-02T00:31:20.484Z,12,,
2023-01-02T00:32:21.032Z,12,,
2023-01-02T00:33:20.787Z,12,,
2023-01-02T00:34:21.210Z,12,,
2023-01-02T00:35:21.618Z,13,,
2023-01-02T00:36:22.030Z,11,,
2023-01-02T00:37:22.451Z,12,,
2023-01-02T00:38:22.862Z,14,,
2023-01-02T00:39:23.280Z,12,,
2023-01-02T00:40:23.856Z,14,,
2023-01-02T00:41:24.264Z,12,,
2023-01-02T00:42:24.664Z,11,,
2023-01-02T00:43:25.078Z,12,,
2023-01-02T00:44:25.531Z,11,,
2023-01-02T00:45:25.907Z,14,,
2023-01-02T00:46:26.323Z,11,,
2023-01-02T00:47:26.762Z,12,,
2023-01-02T00:48:27.179Z,12,,
2023-01-02T00:49:27.607Z,12,,
2023-01-02T00:50:28.117Z,12,,
2023-01-02T00:51:28.532Z,12,,
2023-01-02T00:52:28.953Z,12,,
2023-01-02T00:53:29.372Z,11,,
2023-01-02T00:54:29.778Z,12,,
2023-01-02T00:55:30.195Z,12,,
2023-01-02T00:56:30.610Z,12,,
2023-01-02T00:57:31.043Z,12,,
2023-01-02T00:58:31.771Z,12,,
2023-01-02T00:59:31.975Z,11,,
2023-01-02T01:00:32.390Z,11,,
2023-01-02T01:01:32.807Z,11,,
2023-01-02T01:02:33.222Z,11,,
2023-01-02T01:03:33.642Z,11,,
2023-01-02T01:04:34.054Z,11,,
2023-01-02T01:05:34.468Z,11,,
2023-01-02T01:06:34.886Z,11,,
2023-01-02T01:07:35.302Z,11,,
2023-01-02T01:08:36.296Z,11,,
2023-01-02T01:09:36.689Z,11,,
2023-01-02T01:10:36.553Z,11,,
2023-01-02T01:11:36.966Z,11,,
2023-01-02T01:12:37.395Z,11,,
2023-01-02T01:13:38.407Z,11,,
2023-01-02T01:14:38.273Z,10,,
2023-01-02T01:15:38.688Z,10,,
2023-01-02T01:16:39.211Z,10,,
2023-01-02T01:17:40.351Z,10,,
2023-01-02T01:18:40.050Z,10,,
2023-01-02T01:19:40.479Z,11,,
2023-01-02T01:20:40.898Z,11,,
2023-01-02T01:21:41.345Z,11,,
2023-01-02T01:22:41.800Z,11,,
2023-01-02T01:23:42.302Z,10,,
2023-01-02T01:24:42.718Z,10,,
2023-01-02T01:25:43.159Z,10,,
2023-01-02T01:26:43.575Z,10,,
2023-01-02T01:27:43.992Z,10,,
2023-01-02T01:28:44.412Z,10,,
2023-01-02T01:29:44.941Z,8,,
2023-01-02T01:30:45.238Z,10,,
2023-01-02T01:31:45.655Z,10,,
2023-01-02T01:32:46.345Z,10,,
2023-01-02T01:33:46.496Z,10,,
2023-01-02T01:34:47.014Z,9,,
2023-01-02T01:35:47.427Z,10,,
2023-01-02T01:36:47.839Z,9,,
2023-01-02T01:37:48.220Z,10,,
2023-01-02T01:38:48.773Z,10,,
2023-01-02T01:39:49.187Z,10,,
2023-01-02T01:40:49.780Z,9,,
2023-01-02T01:41:50.223Z,10,,
2023-01-02T01:42:50.648Z,10,,
2023-01-02T01:43:51.084Z,10,,
2023-01-02T01:44:51.469Z,10,,
2023-01-02T01:45:51.886Z,9,,
2023-01-02T01:46:52.308Z,10,,
2023-01-02T01:47:52.716Z,10,,
2023-01-02T01:48:53.269Z,10,,
2023-01-02T01:49:53.665Z,10,,
2023-01-02T01:50:54.080Z,11,,
2023-01-02T01:51:54.579Z,9,,
2023-01-02T01:52:54.915Z,11,,
2023-01-02T01:53:55.325Z,10,,
2023-01-02T01:54:55.741Z,9,,
2023-01-02T01:55:56.160Z,10,,
2023-01-02T01:56:56.574Z,10,,
2023-01-02T01:57:56.990Z,9,,
2023-01-02T01:58:57.406Z,9,,
2023-01-02T01:59:57.817Z,10,,
2023-01-02T02:00:58.314Z,9,,
2023-01-02T02:01:58.649Z,9,,
2023-01-02T02:02:59.065Z,9,,
2023-01-02T02:03:59.479Z,9,,
2023-01-02T02:04:59.904Z,9,,
2023-01-02T02:06:00.332Z,9,,
2023-01-02T02:07:00.745Z,10,,
2023-01-02T02:08:01.271Z,10,,
2023-01-02T02:09:01.679Z,9,,
2023-01-02T02:10:02.134Z,10,,
2023-01-02T02:11:02.541Z,10,,
2023-01-02T02:12:03.550Z,9,,
2023-01-02T02:13:03.374Z,8,,
2023-01-02T02:14:03.757Z,9,,
2023-01-02T02:15:04.169Z,9,,
2023-01-02T02:16:04.585Z,10,,
2023-01-02T02:17:05.003Z,9,,
2023-01-02T02:18:05.416Z,9,,
2023-01-02T02:19:06.272Z,11,,
2023-01-02T02:20:06.429Z,9,,
2023-01-02T02:21:06.663Z,10,,
2023-01-02T02:22:07.080Z,8,,
2023-01-02T02:23:07.499Z,9,,
2023-01-02T02:24:07.910Z,9,,
2023-01-02T02:25:09.022Z,9,,
2023-01-02T02:26:08.742Z,9,,
2023-01-02T02:27:09.663Z,9,,
2023-01-02T02:28:09.589Z,9,,
2023-01-02T02:29:10.019Z,9,,
2023-01-02T02:30:10.567Z,9,,
2023-01-02T02:31:10.838Z,9,,
2023-01-02T02:32:11.352Z,9,,
2023-01-02T02:33:11.766Z,9,,
2023-01-02T02:34:12.182Z,9,,
2023-01-02T02:35:12.599Z,10,,
2023-01-02T02:36:13.372Z,11,,
2023-01-02T02:37:13.436Z,9,,
2023-01-02T02:38:14.024Z,9,,
2023-01-02T02:39:14.472Z,9,,
2023-01-02T02:40:14.888Z,10,,
2023-01-02T02:41:15.311Z,8,,
2023-01-02T02:42:15.764Z,9,,
2023-01-02T02:43:16.185Z,9,,
2023-01-02T02:44:16.759Z,9,,
2023-01-02T02:45:17.218Z,9,,
2023-01-02T02:46:17.623Z,10,,
2023-01-02T02:47:18.054Z,9,,
2023-01-02T02:48:18.453Z,9,,
2023-01-02T02:49:18.869Z,9,,
2023-01-02T02:50:19.286Z,9,,
2023-01-02T02:51:19.926Z,8,,
2023-01-02T02:52:20.351Z,8,,
2023-01-02T02:53:20.860Z,7,,
2023-01-02T02:54:21.276Z,8,,
2023-01-02T02:55:21.693Z,9,,
2023-01-02T02:56:22.109Z,9,,
2023-01-02T02:57:22.558Z,0,,
2023-01-02T02:58:22.942Z,9,,
2023-01-02T02:59:23.359Z,8,,
2023-01-02T03:00:23.773Z,8,,
2023-01-02T03:01:24.194Z,10,,
2023-01-02T03:02:24.606Z,8,,
2023-01-02T03:03:25.025Z,9,,
2023-01-02T03:04:25.393Z,8,,
2023-01-02T03:05:25.857Z,9,,
2023-01-02T03:06:26.373Z,9,,
2023-01-02T03:07:26.790Z,9,,
2023-01-02T03:08:27.487Z,8,,
2023-01-02T03:09:27.812Z,9,,
2023-01-02T03:10:28.200Z,9,,
2023-01-02T03:11:28.614Z,8,,
2023-01-02T03:12:29.061Z,9,,
2023-01-02T03:13:29.476Z,8,,
2023-01-02T03:14:29.893Z,8,,
2023-01-02T03:15:30.309Z,8,,
2023-01-02T03:16:30.803Z,9,,
2023-01-02T03:17:31.211Z,9,,
2023-01-02T03:18:31.554Z,8,,
2023-01-02T03:19:31.970Z,8,,
2023-01-02T03:20:32.770Z,8,,
2023-01-02T03:21:32.802Z,8,,
2023-01-02T03:22:33.217Z,8,,
2023-01-02T03:23:33.804Z,8,,
2023-01-02T03:24:34.368Z,8,,
2023-01-02T03:25:34.660Z,8,,
2023-01-02T03:26:35.077Z,8,,
2023-01-02T03:27:35.491Z,8,,
2023-01-02T03:28:35.907Z,7,,
2023-01-02T03:29:36.321Z,8,,
2023-01-02T03:30:36.739Z,8,,
2023-01-02T03:31:37.154Z,8,,
2023-01-02T03:32:37.574Z,7,,
2023-01-02T03:33:37.986Z,7,,
2023-01-02T03:34:38.403Z,8,,
2023-01-02T03:35:38.825Z,8,,
2023-01-02T03:36:39.234Z,7,,
2023-01-02T03:37:40.253Z,8,,
2023-01-02T03:38:40.065Z,7,,
2023-01-02T03:39:40.476Z,7,,
2023-01-02T03:40:40.898Z,6,,
2023-01-02T03:41:41.314Z,7,,
2023-01-02T03:42:41.731Z,7,,
2023-01-02T03:43:42.145Z,7,,
2023-01-02T03:44:42.563Z,7,,
2023-01-02T03:45:42.978Z,7,,
2023-01-02T03:46:43.397Z,7,,
2023-01-02T03:47:43.813Z,8,,
2023-01-02T03:48:44.482Z,8,,
2023-01-02T03:49:44.745Z,8,,
2023-01-02T03:50:45.373Z,8,,
2023-01-02T03:51:45.785Z,8,,
2023-01-02T03:52:46.198Z,8,,
2023-01-02T03:53:46.623Z,8,,
2023-01-02T03:54:47.403Z,8,,
2023-01-02T03:55:47.468Z,8,,
2023-01-02T03:56:47.993Z,8,,
2023-01-02T03:57:48.494Z,8,,
2023-01-02T03:58:48.904Z,9,,
2023-01-02T03:59:49.322Z,8,,
2023-01-02T04:00:49.735Z,8,,
2023-01-02T04:01:50.153Z,8,,
2023-01-02T04:02:50.681Z,8,,
2023-01-02T04:03:51.310Z,9,,
2023-01-02T04:04:51.534Z,7,,
2023-01-02T04:05:52.006Z,8,,
2023-01-02T04:06:52.283Z,0,,
2023-01-02T04:07:52.701Z,8,,
2023-01-02T04:08:53.114Z,8,,
2023-01-02T04:09:53.536Z,8,,
2023-01-02T04:10:53.968Z,8,,
2023-01-02T04:11:54.491Z,8,,
2023-01-02T04:12:54.903Z,8,,
2023-01-02T04:13:55.318Z,7,,
2023-01-02T04:14:55.853Z,6,,
2023-01-02T04:15:56.298Z,8,,
2023-01-02T04:16:56.715Z,8,,
2023-01-02T04:17:57.238Z,8,,
2023-01-02T04:18:57.650Z,7,,
2023-01-02T04:19:58.023Z,8,,
2023-01-02T04:20:58.585Z,8,,
2023-01-02T04:21:59.502Z,8,,
2023-01-02T04:22:59.797Z,8,,
2023-01-02T04:23:59.829Z,8,,
2023-01-02T04:25:00.243Z,8,,
2023-01-02T04:26:00.656Z,8,,
2023-01-02T04:27:01.076Z,8,,
2023-01-02T04:28:01.487Z,7,,
2023-01-02T04:29:01.906Z,8,,
2023-01-02T04:30:02.328Z,8,,
2023-01-02T04:31:02.739Z,8,,
2023-01-02T04:32:03.154Z,7,,
2023-01-02T04:33:03.572Z,8,,
2023-01-02T04:34:03.984Z,7,,
2023-01-02T04:35:04.404Z,9,,
2023-01-02T04:36:04.885Z,8,,
2023-01-02T04:37:05.351Z,7,,
2023-01-02T04:38:05.764Z,0,,
2023-01-02T04:39:06.341Z,8,,
2023-01-02T04:40:06.595Z,7,,
2023-01-02T04:41:07.010Z,7,,
2023-01-02T04:42:07.436Z,8,,
2023-01-02T04:43:07.840Z,7,,
2023-01-02T04:44:08.256Z,7,,
2023-01-02T04:45:08.672Z,7,,
2023-01-02T04:46:09.105Z,7,,
2023-01-02T04:47:09.521Z,7,,
2023-01-02T04:48:09.942Z,7,,
2023-01-02T04:49:10.350Z,7,,
2023-01-02T04:50:10.764Z,7,,
2023-01-02T04:51:11.589Z,8,,
2023-01-02T04:52:11.594Z,7,,
2023-01-02T04:53:12.010Z,7,,
2023-01-02T04:54:12.425Z,7,,
2023-01-02T04:55:12.941Z,0,,
2023-01-02T04:56:13.388Z,7,,
2023-01-02T04:57:13.965Z,7,,
2023-01-02T04:58:14.454Z,7,,
2023-01-02T04:59:14.834Z,7,,
2023-01-02T05:00:15.433Z,7,,
2023-01-02T05:01:15.866Z,7,,
2023-01-02T05:02:16.282Z,8,,
2023-01-02T05:03:16.698Z,8,,
2023-01-02T05:04:17.096Z,7,,
2023-01-02T05:05:17.514Z,7,,
2023-01-02T05:06:18.103Z,6,,
2023-01-02T05:07:18.547Z,7,,
2023-01-02T05:08:18.971Z,7,,
2023-01-02T05:09:19.563Z,8,,
2023-01-02T05:10:20.006Z,9,,
2023-01-02T05:11:20.418Z,7,,
2023-01-02T05:12:20.838Z,7,,
2023-01-02T05:13:21.253Z,7,,
2023-01-02T05:14:21.668Z,8,,
2023-01-02T05:15:22.085Z,8,,
2023-01-02T05:16:22.500Z,7,,
2023-01-02T05:17:22.916Z,7,,
2023-01-02T05:18:23.332Z,7,,
2023-01-02T05:19:23.748Z,9,,
2023-01-02T05:20:24.166Z,8,,
2023-01-02T05:21:24.698Z,7,,
2023-01-02T05:22:25.129Z,7,,
2023-01-02T05:23:25.544Z,7,,
2023-01-02T05:24:26.140Z,7,,
2023-01-02T05:25:26.583Z,7,,
2023-01-02T05:26:27.191Z,7,,
2023-01-02T05:27:27.915Z,7,,
2023-01-02T05:28:28.029Z,7,,
2023-01-02T05:29:28.430Z,7,,
2023-01-02T05:30:29.022Z,6,,
2023-01-02T05:31:29.468Z,7,,
2023-01-02T05:32:29.898Z,7,,
2023-01-02T05:33:30.481Z,7,,
2023-01-02T05:34:30.933Z,7,,
2023-01-02T05:35:31.346Z,7,,
2023-01-02T05:36:31.762Z,6,,
2023-01-02T05:37:32.176Z,6,,
2023-01-02T05:38:32.591Z,6,,
2023-01-02T05:39:33.178Z,6,,
2023-01-02T05:40:33.633Z,6,,
2023-01-02T05:41:34.073Z,6,,
2023-01-02T05:42:34.489Z,6,,
2023-01-02T05:43:34.903Z,6,,
2023-01-02T05:44:35.318Z,6,,
2023-01-02T05:45:35.738Z,6,,
2023-01-02T05:46:36.398Z,5,,
2023-01-02T05:47:36.670Z,6,,
2023-01-02T05:48:37.258Z,6,,
2023-01-02T05:49:37.706Z,6,,
2023-01-02T05:50:38.093Z,6,,
2023-01-02T05:51:38.438Z,5,,
2023-01-02T05:52:38.959Z,5,,
2023-01-02T05:53:39.268Z,5,,
2023-01-02T05:54:39.857Z,5,,
2023-01-02T05:55:40.304Z,6,,
2023-01-02T05:56:41.208Z,5,,
2023-01-02T05:57:41.159Z,5,,
2023-01-02T05:58:41.728Z,5,,
2023-01-02T05:59:42.032Z,5,,
2023-01-02T06:00:42.559Z,5,,
2023-01-02T06:01:42.966Z,5,,
2023-01-02T06:02:43.381Z,5,,
2023-01-02T06:03:43.798Z,5,,
2023-01-02T06:04:44.220Z,5,,
2023-01-02T06:05:44.629Z,5,,
2023-01-02T06:06:45.101Z,6,,
2023-01-02T06:07:45.521Z,6,,
2023-01-02T06:08:45.924Z,6,,
2023-01-02T06:09:46.598Z,6,,
2023-01-02T06:10:47.392Z,6,,
2023-01-02T06:11:47.463Z,6,,
2023-01-02T06:12:47.877Z,6,,
2023-01-02T06:13:48.294Z,4,,
2023-01-02T06:14:48.729Z,6,,
2023-01-02T06:15:49.200Z,6,,
2023-01-02T06:16:49.664Z,7,,
2023-01-02T06:17:50.285Z,6,,
2023-01-02T06:18:50.717Z,6,,
2023-01-02T06:19:51.126Z,6,,
2023-01-02T06:20:51.746Z,7,,
2023-01-02T06:21:52.988Z,7,,
2023-01-02T06:22:52.884Z,6,,
2023-01-02T06:23:53.300Z,6,,
2023-01-02T06:24:53.822Z,6,,
2023-01-02T06:25:54.233Z,7,,
2023-01-02T06:26:54.651Z,6,,
2023-01-02T06:27:55.065Z,6,,
2023-01-02T06:28:55.479Z,6,,
2023-01-02T06:29:56.020Z,6,,
2023-01-02T06:30:56.801Z,6,,
2023-01-02T06:31:56.729Z,6,,
2023-01-02T06:32:57.144Z,6,,
2023-01-02T06:33:57.990Z,7,,
2023-01-02T06:34:58.503Z,7,,
2023-01-02T06:35:58.431Z,6,,
2023-01-02T06:36:59.004Z,6,,
2023-01-02T06:37:59.445Z,6,,
2023-01-02T06:38:59.856Z,6,,
2023-01-02T06:40:00.435Z,6,,
2023-01-02T06:41:00.895Z,6,,
2023-01-02T06:42:01.313Z,6,,
2023-01-02T06:43:01.730Z,6,,
2023-01-02T06:44:02.148Z,6,,
2023-01-02T06:45:02.564Z,6,,
2023-01-02T06:46:02.981Z,6,,
2023-01-02T06:47:03.382Z,6,,
2023-01-02T06:48:04.395Z,7,,
2023-01-02T06:49:04.232Z,6,,
2023-01-02T06:50:04.649Z,6,,
2023-01-02T06:51:05.890Z,6,,
2023-01-02T06:52:05.594Z,0,,
2023-01-02T06:53:06.011Z,6,,
2023-01-02T06:54:06.803Z,6,,
2023-01-02T06:55:06.849Z,5,,
2023-01-02T06:56:07.259Z,6,,
2023-01-02T06:57:07.676Z,7,,
2023-01-02T06:58:08.091Z,5,,
2023-01-02T06:59:08.506Z,5,,
2023-01-02T07:00:08.922Z,6,,
2023-01-02T07:01:09.338Z,6,,
2023-01-02T07:02:09.754Z,6,,
2023-01-02T07:03:10.169Z,7,,
2023-01-02T07:04:10.757Z,6,,
2023-01-02T07:05:11.377Z,6,,
2023-01-02T07:06:11.674Z,7,,
2023-01-02T07:07:12.091Z,6,,
2023-01-02T07:08:12.502Z,6,,
2023-01-02T07:09:12.916Z,6,,
2023-01-02T07:10:13.335Z,7,,
2023-01-02T07:11:13.749Z,6,,
2023-01-02T07:12:14.225Z,6,,
2023-01-02T07:13:14.582Z,7,,
2023-01-02T07:14:15.037Z,7,,
2023-01-02T07:15:15.540Z,7,,
2023-01-02T07:16:15.971Z,7,,
2023-01-02T07:17:16.369Z,7,,
2023-01-02T07:18:16.802Z,6,,
2023-01-02T07:19:17.670Z,6,,
2023-01-02T07:20:17.616Z,7,,
2023-01-02T07:21:18.030Z,7,,
2023-01-02T07:22:18.448Z,6,,
2023-01-02T07:23:18.861Z,6,,
2023-01-02T07:24:19.249Z,7,,
2023-01-02T07:25:19.724Z,6,,
2023-01-02T07:26:20.393Z,7,,
2023-01-02T07:27:20.672Z,8,,
2023-01-02T07:28:21.190Z,7,,
2023-01-02T07:29:21.605Z,6,,
2023-01-02T07:30:22.402Z,6,,
2023-01-02T07:31:22.436Z,6,,
2023-01-02T07:32:22.848Z,7,,
2023-01-02T07:33:23.642Z,7,,
2023-01-02T07:34:23.683Z,7,,
2023-01-02T07:35:24.100Z,6,,
2023-01-02T07:36:24.838Z,7,,
2023-01-02T07:37:24.950Z,7,,
2023-01-02T07:38:25.350Z,7,,
2023-01-02T07:39:26.144Z,7,,
2023-01-02T07:40:26.786Z,0,,
2023-01-02T07:41:27.110Z,7,,
2023-01-02T07:42:27.543Z,7,,
2023-01-02T07:43:28.063Z,7,,
2023-01-02T07:44:28.481Z,8,,
2023-01-02T07:45:28.893Z,7,,
2023-01-02T07:46:29.313Z,7,,
2023-01-02T07:47:30.004Z,7,,
2023-01-02T07:48:31.140Z,7,,
2023-01-02T07:49:30.476Z,7,,
2023-01-02T07:50:31.165Z,6,,
2023-01-02T07:51:31.418Z,7,,
2023-01-02T07:52:31.957Z,7,,
2023-01-02T07:53:32.132Z,7,,
2023-01-02T07:54:32.547Z,6,,
2023-01-02T07:55:33.352Z,6,,
2023-01-02T07:56:33.428Z,7,,
2023-01-02T07:57:34.367Z,7,,
2023-01-02T07:58:34.452Z,7,,
2023-01-02T07:59:34.878Z,6,,
2023-01-02T08:00:35.294Z,6,,
2023-01-02T08:01:35.709Z,6,,
2023-01-02T08:02:36.129Z,6,,
2023-01-02T08:03:36.550Z,5,,
2023-01-02T08:04:37.072Z,6,,
2023-01-02T08:05:37.480Z,7,,
2023-01-02T08:06:37.893Z,6,,
2023-01-02T08:07:38.330Z,6,,
2023-01-02T08:08:38.742Z,6,,
2023-01-02T08:09:39.154Z,6,,
2023-01-02T08:10:39.575Z,6,,
2023-01-02T08:11:39.973Z,6,,
2023-01-02T08:12:40.389Z,6,,
2023-01-02T08:13:40.908Z,6,,
2023-01-02T08:14:41.314Z,6,,
2023-01-02T08:15:41.738Z,6,,
2023-01-02T08:16:42.155Z,6,,
2023-01-02T08:17:42.590Z,6,,
2023-01-02T08:18:43.003Z,0,,
2023-01-02T08:19:43.599Z,5,,
2023-01-02T08:20:44.038Z,6,,
2023-01-02T08:21:44.420Z,6,,
2023-01-02T08:22:44.872Z,6,,
2023-01-02T08:23:45.388Z,6,,
2023-01-02T08:24:45.805Z,5,,
2023-01-02T08:25:46.398Z,6,,
2023-01-02T08:26:46.840Z,5,,
2023-01-02T08:27:47.256Z,5,,
2023-01-02T08:28:47.674Z,6,,
2023-01-02T08:29:48.123Z,5,,
2023-01-02T08:30:48.502Z,6,,
2023-01-02T08:31:48.930Z,5,,
2023-01-02T08:32:49.334Z,5,,
2023-01-02T08:33:49.751Z,6,,
2023-01-02T08:34:50.166Z,5,,
2023-01-02T08:35:50.600Z,5,,
2023-01-02T08:36:51.098Z,7,,
2023-01-02T08:37:51.737Z,5,,
2023-01-02T08:38:52.134Z,5,,
2023-01-02T08:39:52.549Z,5,,
2023-01-02T08:40:53.095Z,5,,
2023-01-02T08:41:53.396Z,6,,
2023-01-02T08:42:53.957Z,6,,
2023-01-02T08:43:54.337Z,6,,
2023-01-02T08:44:54.746Z,5,,
2023-01-02T08:45:55.161Z,5,,
2023-01-02T08:46:55.578Z,5,,
2023-01-02T08:47:55.992Z,6,,
2023-01-02T08:48:56.409Z,5,,
2023-01-02T08:49:57.275Z,5,,
2023-01-02T08:50:57.240Z,0,,
2023-01-02T08:51:57.655Z,6,,
2023-01-02T08:52:58.072Z,6,,
2023-01-02T08:53:58.606Z,6,,
2023-01-02T08:54:58.903Z,5,,
2023-01-02T08:55:59.319Z,4,,
2023-01-02T08:56:59.749Z,5,,
2023-01-02T08:58:00.167Z,5,,
2023-01-02T08:59:00.718Z,6,,
2023-01-02T09:00:01.132Z,4,,
2023-01-02T09:01:01.546Z,5,,
2023-01-02T09:02:01.967Z,6,,
2023-01-02T09:03:02.381Z,5,,
2023-01-02T09:04:02.794Z,5,,
2023-01-02T09:05:03.211Z,6,,
2023-01-02T09:06:03.633Z,5,,
2023-01-02T09:07:04.044Z,5,,
2023-01-02T09:08:04.459Z,6,,
2023-01-02T09:09:04.877Z,5,,
2023-01-02T09:10:05.291Z,5,,
2023-01-02T09:11:05.737Z,5,,
2023-01-02T09:12:06.226Z,4,,
2023-01-02T09:13:06.642Z,4,,
2023-01-02T09:14:07.221Z,4,,
2023-01-02T09:15:07.630Z,5,,
2023-01-02T09:16:08.079Z,4,,
2023-01-02T09:17:08.515Z,4,,
2023-01-02T09:18:08.909Z,4,,
2023-01-02T09:19:09.297Z,5,,
2023-01-02T09:20:09.919Z,4,,
2023-01-02T09:21:10.361Z,4,,
2023-01-02T09:22:10.774Z,5,,
2023-01-02T09:23:11.294Z,5,,
2023-01-02T09:24:11.707Z,5,,
2023-01-02T09:25:12.123Z,4,,
2023-01-02T09:26:12.539Z,4,,
2023-01-02T09:27:12.954Z,5,,
2023-01-02T09:28:13.370Z,4,,
2023-01-02T09:29:13.787Z,4,,
2023-01-02T09:30:14.201Z,5,,
2023-01-02T09:31:15.132Z,4,,
2023-01-02T09:32:15.033Z,4,,
2023-01-02T09:33:15.447Z,4,,
2023-01-02T09:34:15.860Z,4,,
2023-01-02T09:35:16.275Z,4,,
2023-01-02T09:36:16.689Z,5,,
2023-01-02T09:37:17.103Z,4,,
2023-01-02T09:38:17.529Z,5,,
2023-01-02T09:39:17.993Z,5,,
2023-01-02T09:40:18.349Z,5,,
2023-01-02T09:41:18.763Z,5,,
2023-01-02T09:42:19.176Z,4,,
2023-01-02T09:43:19.591Z,5,,
2023-01-02T09:44:20.011Z,5,,
2023-01-02T09:45:20.418Z,5,,
2023-01-02T09:46:20.838Z,4,,
2023-01-02T09:47:21.259Z,4,,
2023-01-02T09:48:21.668Z,4,,
2023-01-02T09:49:22.096Z,3,,
2023-01-02T09:50:22.627Z,3,,
2023-01-02T09:51:22.925Z,4,,
2023-01-02T09:52:23.340Z,3,,
2023-01-02T09:53:23.758Z,3,,
2023-01-02T09:54:24.765Z,3,,
2023-01-02T09:55:24.588Z,3,,
2023-01-02T09:56:25.006Z,4,,
2023-01-02T09:57:25.416Z,2,,
2023-01-02T09:58:25.831Z,3,,
2023-01-02T09:59:26.250Z,2,,
2023-01-02T10:00:26.664Z,3,,
2023-01-02T10:01:27.217Z,3,,
2023-01-02T10:02:27.494Z,3,,
2023-01-02T10:03:27.910Z,3,,
2023-01-02T10:04:28.352Z,3,,
2023-01-02T10:05:28.748Z,3,,
2023-01-02T10:06:29.164Z,3,,
2023-01-02T10:07:29.588Z,4,,
2023-01-02T10:08:30.108Z,3,,
2023-01-02T10:09:30.647Z,3,,
2023-01-02T10:10:30.954Z,1,,
2023-01-02T10:11:31.500Z,3,,
2023-01-02T10:12:31.880Z,3,,
2023-01-02T10:13:32.331Z,2,,
2023-01-02T10:14:32.921Z,3,,
2023-01-02T10:15:33.378Z,3,,
2023-01-02T10:16:33.787Z,4,,
2023-01-02T10:17:34.310Z,4,,
2023-01-02T10:18:34.723Z,4,,
2023-01-02T10:19:35.243Z,4,,
2023-01-02T10:20:35.826Z,4,,
2023-01-02T10:21:36.288Z,4,,
2023-01-02T10:22:36.709Z,3,,
2023-01-02T10:23:37.123Z,3,,
2023-01-02T10:24:37.539Z,3,,
2023-01-02T10:25:37.954Z,4,,
2023-01-02T10:26:38.370Z,2,,
2023-01-02T10:27:38.786Z,3,,
2023-01-02T10:28:39.202Z,4,,
2023-01-02T10:29:39.618Z,3,,
2023-01-02T10:30:40.088Z,3,,
2023-01-02T10:31:40.504Z,4,,
2023-01-02T10:32:40.926Z,2,,
2023-01-02T10:33:41.337Z,3,,
2023-01-02T10:34:41.753Z,2,,
2023-01-02T10:35:42.192Z,4,,
2023-01-02T10:36:42.587Z,3,,
2023-01-02T10:37:43.007Z,3,,
2023-01-02T10:38:43.595Z,2,,
2023-01-02T10:39:44.046Z,3,,
2023-01-02T10:40:44.460Z,3,,
2023-01-02T10:41:45.047Z,3,,
2023-01-02T10:42:45.495Z,3,,
2023-01-02T10:43:45.926Z,4,,
2023-01-02T10:44:46.346Z,3,,
2023-01-02T10:45:46.773Z,4,,
2023-01-02T10:46:47.206Z,4,,
2023-01-02T10:47:47.784Z,2,,
2023-01-02T10:48:48.225Z,3,,
2023-01-02T10:49:48.641Z,3,,
2023-01-02T10:50:49.061Z,3,,
2023-01-02T10:51:49.458Z,3,,
2023-01-02T10:52:49.912Z,3,,
2023-01-02T10:53:50.289Z,3,,
2023-01-02T10:54:50.704Z,2,,
2023-01-02T10:55:51.120Z,3,,
2023-01-02T10:56:52.098Z,3,,
2023-01-02T10:57:51.953Z,3,,
2023-01-02T10:58:52.384Z,2,,
2023-01-02T10:59:52.969Z,2,,
2023-01-02T11:00:53.421Z,3,,
2023-01-02T11:01:53.836Z,3,,
2023-01-02T11:02:54.253Z,3,,
2023-01-02T11:03:54.691Z,2,,
2023-01-02T11:04:55.083Z,3,,
2023-01-02T11:05:55.501Z,4,,
2023-01-02T11:06:55.915Z,3,,
2023-01-02T11:07:56.330Z,3,,
2023-01-02T11:08:57.390Z,3,,
2023-01-02T11:09:57.161Z,2,,
2023-01-02T11:10:57.575Z,4,,
2023-01-02T11:11:57.994Z,3,,
2023-01-02T11:12:58.406Z,3,,
2023-01-02T11:13:58.887Z,0,,
2023-01-02T11:14:59.253Z,3,,
2023-01-02T11:15:59.669Z,3,,
2023-01-02T11:17:00.107Z,2,,
2023-01-02T11:18:00.527Z,3,,
2023-01-02T11:19:00.938Z,4,,
